id,path,caption,__raw_response,__error,style,Gen_by,category_category,task
georges-seurat_chahut-1890_resize1024,Dataset/Images/georges-seurat_chahut-1890_resize1024.jpg,"a lively cabaret scene with dancers performing the can-can and musicians in the foreground, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
maurice-prendergast_promenade_resize1024,Dataset/Images/maurice-prendergast_promenade_resize1024.jpg,"a seaside park with people in summer clothes among trees and sailboats on the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
kazimir-malevich_winter-landscape-1906_resize1024,Dataset/Images/kazimir-malevich_winter-landscape-1906_resize1024.jpg,"an abstract field of vertical yellow and white streaks with scattered dark specks, pointillism painting","{""category"":""still_life""}",,Pointillism,WikiArt,still_life,category_classify
georges-seurat_the-maria-honfleur-1886_resize1024,Dataset/Images/georges-seurat_the-maria-honfleur-1886_resize1024.jpg,"a harbor dock with a large steamship and tall masts beside industrial buildings, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
georges-seurat_sunday-afternoon-on-the-island-of-la-grande-jatte-1886_resize1024,Dataset/Images/georges-seurat_sunday-afternoon-on-the-island-of-la-grande-jatte-1886_resize1024.jpg,"a crowded riverside park with people in formal clothing and umbrellas on a sunny day, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-matisse_still-life_resize1024,Dataset/Images/henri-matisse_still-life_resize1024.jpg,"a still life of fruit and a dark bottle on a table near a window, pointillism painting","{""category"":""still_life""}",,Pointillism,WikiArt,still_life,category_classify
theo-van-rysselberghe_sailboats-and-estuary-1892_resize1024,Dataset/Images/theo-van-rysselberghe_sailboats-and-estuary-1892_resize1024.jpg,"a calm seascape with distant sailboats and a headland under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_portrait-of-irma-sethe-1894_resize1024,Dataset/Images/theo-van-rysselberghe_portrait-of-irma-sethe-1894_resize1024.jpg,"a woman in a long white dress playing the violin in an interior room, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-martin_the-window-to-the-garden_resize1024,Dataset/Images/henri-martin_the-window-to-the-garden_resize1024.jpg,"a garden courtyard with white flowers and an open doorway, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
camille-pissarro_peasants-in-the-field-eragny-1890_resize1024,Dataset/Images/camille-pissarro_peasants-in-the-field-eragny-1890_resize1024.jpg,"two farmers working in a sunlit field with distant wagons and a village on the horizon, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
jan-toorop_landscape-with-canal_resize1024,Dataset/Images/jan-toorop_landscape-with-canal_resize1024.jpg,"a winding river through open countryside with large trees along the bank under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
andre-derain_the-bridge-view-on-the-river-1905_resize1024,Dataset/Images/andre-derain_the-bridge-view-on-the-river-1905_resize1024.jpg,"a river scene with a stone bridge, distant buildings, and small boats under a colorful sunset sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_midi-landscape_resize1024,Dataset/Images/theo-van-rysselberghe_midi-landscape_resize1024.jpg,"a rocky coastal cliff with shrubs overlooking a blue bay and distant town, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_port-of-saint-tropez_resize1024,Dataset/Images/paul-signac_port-of-saint-tropez_resize1024.jpg,"a harbor with colorful sailboats on choppy water and a coastal town in the background, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
richard-gerstl_route-of-the-train-to-the-kahlenberg_resize1024,Dataset/Images/richard-gerstl_route-of-the-train-to-the-kahlenberg_resize1024.jpg,"a winding country road through green fields with a tree in the foreground, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_courbevoie-landscape-with-turret-1884_resize1024,Dataset/Images/georges-seurat_courbevoie-landscape-with-turret-1884_resize1024.jpg,"a riverside landscape with trees and a tall building reflected in the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_beach-at-bas-butin-honfleur-1886_resize1024,Dataset/Images/georges-seurat_beach-at-bas-butin-honfleur-1886_resize1024.jpg,"a woman in a dark dress standing by the seaside with distant sailboats, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_antibes_resize1024,Dataset/Images/henri-edmond-cross_antibes_resize1024.jpg,"a coastal town with stone buildings and towers by the sea with a sailboat in the foreground, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
marevna-(marie-vorobieff)_not-identified-2_resize1024,Dataset/Images/marevna-(marie-vorobieff)_not-identified-2_resize1024.jpg,,,"mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""ccb4630c-237b-11f1-a078-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-wDoI40RZlQApOj-260319181004882'}""} | mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""5b145c92-237c-11f1-9067-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-vmpAcz0xTOvQUW-260319181403716'}""} | missing_caption: col=caption",Pointillism,WikiArt,,
georges-seurat_river-landscape-with-a-boat-1884_resize1024,Dataset/Images/georges-seurat_river-landscape-with-a-boat-1884_resize1024.jpg,"a quiet riverbank with moored boats and trees framing the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
gerardo-dottori_gli-amanti-1907_resize1024,Dataset/Images/gerardo-dottori_gli-amanti-1907_resize1024.jpg,"a tree-lined park avenue with sunlight filtering through autumn leaves, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_facade-of-the-house_resize1024,Dataset/Images/henri-martin_facade-of-the-house_resize1024.jpg,"a sunlit garden path leading to a cottage porch with potted red flowers and tall trees, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
camille-pissarro_peasant-girl-drinking-her-coffee-1881_resize1024,Dataset/Images/camille-pissarro_peasant-girl-drinking-her-coffee-1881_resize1024.jpg,"a woman with her hair in a bun sitting by a window holding a bowl and spoon, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_sunday-at-port-en-bessin-1888_resize1024,Dataset/Images/georges-seurat_sunday-at-port-en-bessin-1888_resize1024.jpg,"a harbor with sailboats, flags, and waterfront buildings under a cloudy sky, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
kees-van-dongen_sheaf-binders-1905_resize1024,Dataset/Images/kees-van-dongen_sheaf-binders-1905_resize1024.jpg,"two figures in a golden field beneath tall sunlit trees, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_the-reading-1903_resize1024,Dataset/Images/theo-van-rysselberghe_the-reading-1903_resize1024.jpg,"a group of men in suits gathered around a table in a study with bookshelves and a vase of flowers, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_the-english-channel-at-grandcamp-1885_resize1024,Dataset/Images/georges-seurat_the-english-channel-at-grandcamp-1885_resize1024.jpg,"a coastal bay with cliffs and a distant sailboat under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_afternoon-at-pardigon-var-1907_resize1024,Dataset/Images/henri-edmond-cross_afternoon-at-pardigon-var-1907_resize1024.jpg,"a coastal landscape with tall pine trees overlooking the sea and distant hills, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_view-of-menton-1902_resize1024,Dataset/Images/henri-edmond-cross_view-of-menton-1902_resize1024.jpg,"a coastal hillside with colorful trees overlooking a harbor town and a small sailboat, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_aguttes_resize1024,Dataset/Images/henri-edmond-cross_aguttes_resize1024.jpg,"a nude woman with hair in a bun kneeling on a bed in profile, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-lacombe_oaks-and-blueberry-bushes-1905_resize1024,Dataset/Images/georges-lacombe_oaks-and-blueberry-bushes-1905_resize1024.jpg,"a dense woodland with tall tree trunks and colorful undergrowth, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_the-beach-at-ambleteuse-at-low-tide-1900_resize1024,Dataset/Images/theo-van-rysselberghe_the-beach-at-ambleteuse-at-low-tide-1900_resize1024.jpg,"a coastal shoreline with shallow tidal flats under colorful clouds at sunset, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_the-away-samson-in-grandcamp-1885_resize1024,Dataset/Images/georges-seurat_the-away-samson-in-grandcamp-1885_resize1024.jpg,"a grassy coastal hillside with a small hut and distant water under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_sunday_resize1024,Dataset/Images/paul-signac_sunday_resize1024.jpg,"a Victorian interior with a woman in a long dress by the window and a man seated near a fireplace, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
marevna-(marie-vorobieff)_portrait-of-young-woman_resize1024,Dataset/Images/marevna-(marie-vorobieff)_portrait-of-young-woman_resize1024.jpg,"a woman resting her head on her hand in a blue dress with a red scarf, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_study-for-chahut-1890_resize1024,Dataset/Images/georges-seurat_study-for-chahut-1890_resize1024.jpg,"a cabaret stage with dancers performing under bright lights and a seated audience, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
marevna-(marie-vorobieff)_maria-holding-a-bird_resize1024,Dataset/Images/marevna-(marie-vorobieff)_maria-holding-a-bird_resize1024.jpg,"a blonde woman in a red dress against a pale background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
nicolae-darascu_seaside-houses-1933_resize1024,Dataset/Images/nicolae-darascu_seaside-houses-1933_resize1024.jpg,"a hillside village with red-tiled roofs and a church tower overlooking the sea, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
paul-signac_gasometers-at-clichy-1886_resize1024,Dataset/Images/paul-signac_gasometers-at-clichy-1886_resize1024.jpg,"a small house with red roof beside a canal and grassy field, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
georges-seurat_the-harbour-and-the-quays-at-port-en-bessin-1888_resize1024,Dataset/Images/georges-seurat_the-harbour-and-the-quays-at-port-en-bessin-1888_resize1024.jpg,"a seaside harbor with stone buildings, a pier, and a few people on the sandy shore, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
salvador-dali_dawn-noon-sunset-and-dusk_resize1024,Dataset/Images/salvador-dali_dawn-noon-sunset-and-dusk_resize1024.jpg,"three women in long dresses standing on a sunlit beach with distant figures, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_the-flowered-column-1_resize1024,Dataset/Images/henri-edmond-cross_the-flowered-column-1_resize1024.jpg,"a woman in a pink dress and straw hat reaching toward flowering branches in a garden, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_siesta-by-the-water_resize1024,Dataset/Images/henri-edmond-cross_siesta-by-the-water_resize1024.jpg,"a lakeside landscape with orange autumn trees and distant hills, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
richard-gerstl_self-portrait-3-1907_resize1024,Dataset/Images/richard-gerstl_self-portrait-3-1907_resize1024.jpg,"an abstract black ink blot resembling a round tree on a pale background, pointillism painting","{""category"":""still_life""}",,Pointillism,WikiArt,still_life,category_classify
georges-seurat_the-black-bow_resize1024,Dataset/Images/georges-seurat_the-black-bow_resize1024.jpg,"a solitary cloaked figure standing in deep shadow against a textured dark background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_around-my-house_resize1024,Dataset/Images/henri-edmond-cross_around-my-house_resize1024.jpg,"a large leafy tree in a sunny hillside landscape with distant mountains, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
andre-derain_charing-cross-bridge-1906_resize1024,Dataset/Images/andre-derain_charing-cross-bridge-1906_resize1024.jpg,"a city river scene with a bridge, moored boats, and distant skyscrapers at sunset, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
georges-seurat_the-port-of-honfleur-1886_resize1024,Dataset/Images/georges-seurat_the-port-of-honfleur-1886_resize1024.jpg,"a misty harbor scene with sailboats and distant buildings, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-farm-morning_resize1024,Dataset/Images/henri-edmond-cross_the-farm-morning_resize1024.jpg,"a countryside orchard scene with people gathering under large trees near a farmhouse, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_landscape_resize1024,Dataset/Images/henri-edmond-cross_landscape_resize1024.jpg,"a colorful mountain landscape with a lake and a tall tree in the foreground, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_study-for-invitation-to-the-sideshow-1888_resize1024,Dataset/Images/georges-seurat_study-for-invitation-to-the-sideshow-1888_resize1024.jpg,"a group of people watching fireworks over a glowing city street at night, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_cypresses_resize1024,Dataset/Images/henri-edmond-cross_cypresses_resize1024.jpg,"a sunlit grove of green trees with a sandy path and distant hills, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_the-harbour-at-marseilles-1906_resize1024,Dataset/Images/paul-signac_the-harbour-at-marseilles-1906_resize1024.jpg,"a harbor scene with a large sailing ship and distant buildings across the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_hospice-and-lighthouse-honfleur-1886_resize1024,Dataset/Images/georges-seurat_hospice-and-lighthouse-honfleur-1886_resize1024.jpg,"a coastal harbor with a tall lighthouse, boats, and a pier by the water, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
paul-signac_the-papal-palace-avignon-1900_resize1024,Dataset/Images/paul-signac_the-papal-palace-avignon-1900_resize1024.jpg,"a riverside view of a castle with towers and trees reflected in the water, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
theo-van-rysselberghe_woman-at-her-toilette-1905_resize1024,Dataset/Images/theo-van-rysselberghe_woman-at-her-toilette-1905_resize1024.jpg,,,"mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""d1e5895a-237b-11f1-a1f5-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-0W3xTnD086SQdr-260319181013609'}""} | mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""5adc9302-237c-11f1-874e-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-JspEdxu7SyYCCK-260319181403375'}""} | missing_caption: col=caption",Pointillism,WikiArt,,
georges-seurat_seated-bather-1883_resize1024,Dataset/Images/georges-seurat_seated-bather-1883_resize1024.jpg,"two nude men sitting on a grassy riverbank overlooking a bridge and distant city, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
umberto-boccioni_plastic-dynamism-horse-house-1914_resize1024,Dataset/Images/umberto-boccioni_plastic-dynamism-horse-house-1914_resize1024.jpg,"an abstract scene of overlapping angular rock-like forms in warm earth tones, pointillism painting","{""category"":""still_life""}",,Pointillism,WikiArt,still_life,category_classify
edouard-vuillard_home-maxime_resize1024,Dataset/Images/edouard-vuillard_home-maxime_resize1024.jpg,"an indoor dining scene with people seated at a table in a patterned room, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
paul-signac_chateau-de-comblat_resize1024,Dataset/Images/paul-signac_chateau-de-comblat_resize1024.jpg,"a quiet village road leading to a castle behind a stone wall and tall trees, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
paul-signac_cap-d-antibes-1919_resize1024,Dataset/Images/paul-signac_cap-d-antibes-1919_resize1024.jpg,"a sailboat on calm water with a coastal town and hills in the background, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_flowering-apple-trees-at-eragny-1888_resize1024,Dataset/Images/camille-pissarro_flowering-apple-trees-at-eragny-1888_resize1024.jpg,"a grassy meadow with a flowering tree and two small figures under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_green-valley-with-stream_resize1024,Dataset/Images/henri-martin_green-valley-with-stream_resize1024.jpg,"a winding dirt path through colorful autumn hills with trees under a blue sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-vantongerloo_self-portrait-1916_resize1024,Dataset/Images/georges-vantongerloo_self-portrait-1916_resize1024.jpg,"a woman in a blue and white dress in a garden with colorful flowers, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
gustave-caillebotte_square-in-paris-snowy-weather_resize1024,Dataset/Images/gustave-caillebotte_square-in-paris-snowy-weather_resize1024.jpg,"a snowy city park with bare trees, walking people, and tall brick buildings in the background, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
claude-monet_the-isle-grande-jatte-on-the-siene_resize1024,Dataset/Images/claude-monet_the-isle-grande-jatte-on-the-siene_resize1024.jpg,"a riverside village with stone houses and leafy trees reflected in the water, pointillism painting","{""category"":""architecture""}",,Pointillism,gemini-3-pro-image-preview,architecture,category_classify
eugene-boudin_etaples-boats-in-port-1876_resize1024,Dataset/Images/eugene-boudin_etaples-boats-in-port-1876_resize1024.jpg,"a harbor with sailboats and small rowboats on calm water under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
auguste-rodin_pens_resize1024,Dataset/Images/auguste-rodin_pens_resize1024.jpg,"a portrait of a person with short hair wearing a light-colored shirt against a dark speckled background, pointillism painting","{""category"":""portrait""}",,Pointillism,gemini-3-pro-image-preview,portrait,category_classify
eugene-boudin_on-the-beach-1863_resize1024,Dataset/Images/eugene-boudin_on-the-beach-1863_resize1024.jpg,"a cloudy seashore with waves and a small group of people standing on the sandy beach, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
pierre-auguste-renoir_bougival-1888_resize1024,Dataset/Images/pierre-auguste-renoir_bougival-1888_resize1024.jpg,"a river scene with sailboats and a distant village framed by leafy trees, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
john-henry-twachtman_coastal-view_resize1024,Dataset/Images/john-henry-twachtman_coastal-view_resize1024.jpg,"a rocky coastline with small fishing boats and dark mountains under cloudy skies, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
claude-monet_flood-at-giverny-1897_resize1024,Dataset/Images/claude-monet_flood-at-giverny-1897_resize1024.jpg,"a flooded river landscape with bare trees and reflections under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
claude-monet_charing-cross-bridge-overcast-weather_resize1024,Dataset/Images/claude-monet_charing-cross-bridge-overcast-weather_resize1024.jpg,"a calm seascape with distant sailboats on shimmering water under a hazy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
eugene-boudin_le-havre-sunset-at-low-tide-1884_resize1024,Dataset/Images/eugene-boudin_le-havre-sunset-at-low-tide-1884_resize1024.jpg,"a riverside at sunset with small boats and people fishing along the shore, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
eugene-boudin_standing-off-deauville-1886_resize1024,Dataset/Images/eugene-boudin_standing-off-deauville-1886_resize1024.jpg,"a windy ocean seascape with choppy waves and small sailboats under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
mary-cassatt_young-woman-reflecting_resize1024,Dataset/Images/mary-cassatt_young-woman-reflecting_resize1024.jpg,"a person in a blue coat and hat leaning forward with clasped hands against an autumn-colored background, pointillism painting","{""category"":""portrait""}",,Pointillism,gemini-3-pro-image-preview,portrait,category_classify
camille-pissarro_farm-at-basincourt_resize1024,Dataset/Images/camille-pissarro_farm-at-basincourt_resize1024.jpg,"a countryside village with red-roofed cottages along a winding river and dirt road under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
claude-monet_winter-on-the-seine-lavacourt-1880_resize1024,Dataset/Images/claude-monet_winter-on-the-seine-lavacourt-1880_resize1024.jpg,"a snowy hillside with bare trees and small cottages under a colorful sunset, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
john-singer-sargent_staircase-in-capri-1878_resize1024,Dataset/Images/john-singer-sargent_staircase-in-capri-1878_resize1024.jpg,"a sunlit stone stairway between whitewashed buildings with flowering shrubs and tall cypress trees, pointillism painting","{""category"":""architecture""}",,Pointillism,gemini-3-pro-image-preview,architecture,category_classify
cornelis-vreedenburgh_pier-inn-the-bay-of-st-tropez_resize1024,Dataset/Images/cornelis-vreedenburgh_pier-inn-the-bay-of-st-tropez_resize1024.jpg,"a rocky coastline with waves crashing against dark rocks under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
claude-monet_irises-1917_resize1024,Dataset/Images/claude-monet_irises-1917_resize1024.jpg,"a cluster of tall green grasses with small pink flowers against a light background, pointillism painting","{""category"":""still_life""}",,Pointillism,gemini-3-pro-image-preview,still_life,category_classify
maxime-maufra_waterloo-de-new-brighton_resize1024,Dataset/Images/maxime-maufra_waterloo-de-new-brighton_resize1024.jpg,"a sandy coastal dune landscape with beach grass and a stormy ocean horizon, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
claude-monet_wooded-path-1865_resize1024,Dataset/Images/claude-monet_wooded-path-1865_resize1024.jpg,"a winding dirt path through a forest with autumn foliage under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
pierre-auguste-renoir_coco-in-a-red-ribbon-1905_resize1024,Dataset/Images/pierre-auguste-renoir_coco-in-a-red-ribbon-1905_resize1024.jpg,"a portrait of a woman with long red hair wearing a green top against a pale blue background, pointillism painting","{""category"":""portrait""}",,Pointillism,gemini-3-pro-image-preview,portrait,category_classify
claude-monet_the-promenade-at-argenteuil_resize1024,Dataset/Images/claude-monet_the-promenade-at-argenteuil_resize1024.jpg,"a sailboat on a river beside a tree-lined path with a village and church in the distance, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
franz-marc_the-dead-sparrow-1905_resize1024,Dataset/Images/franz-marc_the-dead-sparrow-1905_resize1024.jpg,"a curled brown rabbit resting on a tiled floor, pointillism painting","{""category"":""animal""}",,Pointillism,gemini-3-pro-image-preview,animal,category_classify
john-henry-twachtman_flower-garden_resize1024,Dataset/Images/john-henry-twachtman_flower-garden_resize1024.jpg,"a garden path winding through lush green hedges and blooming flowers under a blue sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
arkhip-kuindzhi_winter-2_resize1024,Dataset/Images/arkhip-kuindzhi_winter-2_resize1024.jpg,"a snowy winter landscape with bare trees and a winding river under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
henri-catargi_dobrudjan-landscape-balcic_resize1024,Dataset/Images/henri-catargi_dobrudjan-landscape-balcic_resize1024.jpg,"a woman in a straw hat reading at an outdoor table under a large tree beside a stone house, pointillism painting","{""category"":""portrait""}",,Pointillism,gemini-3-pro-image-preview,portrait,category_classify
laszlo-mednyanszky_camp_resize1024,Dataset/Images/laszlo-mednyanszky_camp_resize1024.jpg,"a large crowd gathered in a grassy field with rolling hills under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
constantin-artachino_still-life_resize1024,Dataset/Images/constantin-artachino_still-life_resize1024.jpg,"a still life of yellow pears and a large green ceramic vase on a wooden table by a window, pointillism painting","{""category"":""still_life""}",,Pointillism,gemini-3-pro-image-preview,still_life,category_classify
arkhip-kuindzhi_after-a-rain_resize1024,Dataset/Images/arkhip-kuindzhi_after-a-rain_resize1024.jpg,"a rolling green hillside with dark mountains under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
claude-monet_port-donnant-belle-ile_resize1024,Dataset/Images/claude-monet_port-donnant-belle-ile_resize1024.jpg,"rocky sea cliffs with a large offshore rock formation and choppy water under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
t.-c.-steele_whitewater-valley_resize1024,Dataset/Images/t.-c.-steele_whitewater-valley_resize1024.jpg,"a mountain meadow with scattered fallen logs and forested hills under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
pierre-auguste-renoir_landscape-near-cagnes-1910_resize1024,Dataset/Images/pierre-auguste-renoir_landscape-near-cagnes-1910_resize1024.jpg,"a winding dirt path through a dense forest with large oak trees, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
maurice-prendergast_low-tide-3_resize1024,Dataset/Images/maurice-prendergast_low-tide-3_resize1024.jpg,"a rocky beach with people wading in tide pools and sailboats on the sea, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
claude-monet_the-house-among-the-roses-2_resize1024,Dataset/Images/claude-monet_the-house-among-the-roses-2_resize1024.jpg,"a winding dirt path through an autumn forest with colorful trees under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
willard-metcalf_maytime_resize1024,Dataset/Images/willard-metcalf_maytime_resize1024.jpg,"a lakeside landscape with birch trees, a small sailboat, and a distant village church under a bright sun, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
